District,Year,Respiratory_Cases,Emergency_Visits,Hospital_Admissions,Avg_Treatment_Cost_NPR
Banke,2026,301,102,41,14664
Banke,2025,896,91,62,13455
Banke,2019,413,136,53,22444
Banke,2024,81,58,52,48578
Banke,2019,464,192,38,19452
Banke,2020,249,146,81,28972
Banke,2019,500,131,50,14647
Banke,2026,130,148,33,20306
Banke,2022,753,160,74,48173
Banke,2019,920,163,63,43059
Banke,2019,81,42,31,35833
Banke,2026,459,98,27,43369
Banke,2026,898,118,93,37662
Banke,2026,957,86,29,18475
Banke,2023,393,161,16,46561
Banke,2024,112,79,89,31629
Banke,2023,955,104,41,33947
Banke,2021,288,49,84,8545
Banke,2020,67,160,82,31056
Banke,2019,273,133,63,41913
Banke,2023,822,122,59,33465
Banke,2022,778,104,89,27464
Banke,2024,440,186,91,18049
Banke,2019,752,170,86,11087
Banke,2026,779,98,13,18459
Banke,2022,590,198,45,11768
Banke,2019,653,97,30,25340
Banke,2026,384,145,82,49620
Banke,2026,800,48,91,16120
Banke,2025,921,41,54,22671
Banke,2020,332,83,32,44548
Banke,2019,258,85,8,18722
Banke,2026,313,120,70,48806
Banke,2024,289,196,13,45738
Banke,2022,648,33,94,20015
Banke,2023,833,77,88,21865
Banke,2025,244,42,60,34488
Banke,2021,768,176,83,33151
Banke,2024,131,77,78,43934
Banke,2026,936,166,19,48659
Banke,2019,803,30,48,25293
Banke,2026,596,186,28,14075
Banke,2026,149,143,77,28059
Banke,2021,352,115,70,14601
Banke,2025,692,61,6,29874
Banke,2023,876,62,8,36338
Banke,2021,455,102,86,11771
Banke,2026,565,163,15,19141
Banke,2024,244,87,21,35807
Banke,2025,397,60,15,22705
Banke,2019,818,12,74,21441
Banke,2020,857,103,51,10802
Banke,2022,539,160,40,23431
Banke,2019,140,101,69,15385
Banke,2024,461,166,62,9523
Banke,2023,834,127,91,12142
Banke,2024,77,82,81,17490
Banke,2022,379,178,11,25498
Banke,2019,639,164,58,40818
Banke,2026,709,19,30,15370
Banke,2023,563,32,30,6867
Banke,2020,915,88,85,15126
Banke,2025,394,185,78,29691
Banke,2026,453,170,34,11944
Banke,2023,509,84,62,18641
Banke,2022,549,88,82,47654
Banke,2023,708,180,25,14066
Banke,2024,303,79,42,5212
Banke,2023,696,28,94,16272
Banke,2019,844,99,97,10983
Banke,2020,265,130,75,44195
Banke,2020,568,48,60,27574
Banke,2026,689,29,7,47783
Banke,2026,772,127,40,34855
Banke,2025,200,186,31,11019
Banke,2023,153,133,71,27236
Banke,2026,598,129,60,47919
Banke,2024,471,84,42,28143
Banke,2019,920,53,43,37922
Banke,2021,592,82,64,10511
Banke,2022,317,134,45,7408
Banke,2023,424,104,77,47365
Banke,2023,309,186,88,6875
Banke,2021,203,50,74,34888
Banke,2024,385,47,52,28668
Banke,2020,355,143,18,14391
Banke,2025,165,100,29,41888
Banke,2020,525,11,97,39822
Banke,2023,852,160,12,26433
Banke,2021,382,109,19,44035
Banke,2025,308,37,27,17788
Banke,2020,938,33,77,10020
Banke,2021,606,44,40,10051
Banke,2022,222,22,86,27661
Banke,2025,649,36,50,36376
Banke,2019,908,122,70,49430
Banke,2023,426,112,15,8994
Banke,2024,728,21,48,30088
Banke,2020,69,134,16,15228
Banke,2021,199,154,96,31223
Banke,2025,333,78,79,38216
Banke,2019,439,194,25,6066
Banke,2026,324,138,23,35451
Banke,2021,205,51,74,15098
Banke,2022,396,154,46,20465
Banke,2025,825,163,78,19408
Banke,2024,540,166,69,25849
Banke,2023,568,11,86,9138
Banke,2021,239,91,47,10205
Banke,2021,836,32,82,46457
Banke,2022,521,127,97,40280
Banke,2020,559,157,31,12447
Banke,2020,133,194,10,9457
Banke,2020,190,68,72,17464
Banke,2020,53,178,42,47448
Banke,2020,172,40,75,40467
Banke,2019,275,34,7,27536
Banke,2024,704,18,71,19908
Banke,2026,527,79,71,37942
Banke,2024,89,10,89,16051
Banke,2024,838,186,5,40707
Banke,2026,853,154,24,31690
Banke,2022,442,23,37,13871
Banke,2021,89,49,82,25354
Banke,2019,376,129,50,15964
Banke,2024,687,165,63,41979
Banke,2026,110,192,49,17587
Banke,2021,860,55,61,21942
Banke,2023,826,190,73,38931
Banke,2022,92,67,63,12806
Banke,2022,702,181,92,13227
Banke,2025,656,130,63,34708
Banke,2019,785,15,45,13375
Banke,2024,675,77,18,5605
Banke,2019,863,137,54,42796
Banke,2025,524,171,66,5295
Banke,2021,247,184,77,9236
Banke,2019,905,142,83,39853
Banke,2024,715,142,28,13239
Banke,2023,761,180,45,39397
Banke,2022,170,59,89,24805
Banke,2020,807,160,75,33352
Banke,2025,735,117,20,14162
Banke,2026,761,21,82,25385
Banke,2022,713,183,72,35966
Banke,2019,251,105,15,17275
Banke,2023,530,141,73,45739
Banke,2023,542,143,71,34081
Banke,2019,315,183,97,24063
Banke,2025,498,21,18,34051
Banke,2020,781,103,98,11005
Banke,2020,545,26,30,42213
Banke,2024,280,72,25,33279
Banke,2020,232,163,64,13244
Banke,2020,436,101,61,28698
Banke,2026,613,191,33,5033
Banke,2023,652,136,44,29322
Banke,2021,640,132,28,45188
Banke,2025,58,10,62,19515
Banke,2026,354,174,16,26248
Banke,2019,293,106,42,48533
Banke,2021,954,71,18,10416
Banke,2019,324,142,75,15014
Banke,2020,921,22,63,37339
Banke,2020,78,171,44,39127
Banke,2024,311,43,46,12914
Banke,2024,577,106,11,47047
Banke,2024,50,166,8,34549
Banke,2026,121,125,59,36914
Banke,2021,761,145,74,6200
Banke,2025,757,138,69,49436
Banke,2019,243,180,13,25773
Banke,2026,681,184,33,14551
Banke,2025,391,148,34,23929
Banke,2023,795,175,90,29490
Banke,2023,691,96,65,19919
Banke,2025,448,127,8,36621
Banke,2024,774,171,77,5432
Banke,2025,765,79,71,9028
Banke,2021,431,62,7,36449
Banke,2025,436,114,46,16107
Banke,2022,481,173,63,11021
Banke,2021,560,174,63,8609
Banke,2021,76,139,66,31568
Banke,2019,74,143,49,28504
Banke,2025,388,172,19,46701
Banke,2026,829,75,57,43014
Banke,2019,886,67,99,24324
Banke,2025,632,13,58,36935
Banke,2021,248,158,44,11006
Banke,2020,861,167,7,48280
Banke,2019,675,103,70,31947
Banke,2023,112,61,79,47586
Banke,2024,360,137,51,38956
Banke,2025,151,184,32,25836
Banke,2019,806,84,61,37072
Banke,2019,560,77,31,33998
Banke,2024,140,36,53,34050
Banke,2019,229,145,96,35302
Banke,2019,463,113,22,11309
Banke,2019,655,11,29,31127
Banke,2019,337,17,63,26314
Banke,2020,830,100,62,21437
Banke,2022,689,130,96,47977
Banke,2026,831,92,36,45446
Banke,2026,187,30,27,33508
Banke,2022,261,43,82,14136
Banke,2021,128,17,44,6184
Banke,2024,50,70,19,36902
Banke,2019,905,123,94,35548
Banke,2021,581,171,41,13505
Banke,2022,647,45,46,5822
Banke,2022,937,89,9,24640
Banke,2025,607,181,33,49666
Banke,2025,367,47,44,45193
Banke,2020,96,92,72,43648
Banke,2023,774,197,72,49691
Banke,2025,398,157,64,10359
Banke,2019,630,102,45,41043
Banke,2026,863,192,70,25998
Banke,2019,427,80,86,31312
Banke,2021,642,99,95,5964
Banke,2025,941,104,32,6395
Banke,2022,138,98,40,47471
Banke,2023,723,20,13,28952
Banke,2026,506,123,73,31228
Banke,2020,154,141,40,20526
Banke,2019,513,113,65,6065
Banke,2022,400,38,47,27958
Banke,2020,484,140,29,19130
Banke,2025,435,185,64,48849
Banke,2021,507,119,72,22139
Banke,2019,212,65,42,36261
Banke,2020,317,83,56,14556
Banke,2025,251,48,31,43454
Banke,2025,199,79,50,12366
Banke,2024,896,58,30,26926
Banke,2026,453,113,62,24094
Banke,2026,244,100,48,32456
Banke,2019,700,141,6,11081
Banke,2023,855,179,72,37760
Banke,2026,559,142,30,33715
Banke,2019,814,96,85,46296
Banke,2024,633,192,38,32781
Banke,2025,938,159,71,39300
Banke,2025,844,197,81,11452
Banke,2022,864,153,50,23770
Banke,2022,678,152,45,6847
Banke,2022,74,160,7,36152
Banke,2020,202,57,87,39980
Banke,2022,50,64,26,19095
Banke,2021,868,55,68,48976
Banke,2025,379,157,74,30987
Banke,2022,660,164,84,37093
Banke,2021,410,129,62,18661
Banke,2024,259,69,82,48336
Banke,2024,212,193,40,21489
Banke,2025,194,14,52,40565
Banke,2026,616,122,70,34148
Banke,2021,474,160,16,29284
Banke,2022,672,184,49,13885
Banke,2024,212,108,56,20194
Banke,2021,909,68,63,38581
Banke,2025,460,62,75,24891
Makwanpur,2025,999,97,93,7249
Makwanpur,2026,999,57,18,18050
Makwanpur,2024,999,170,35,29709
Makwanpur,2020,999,66,12,13759
Makwanpur,2025,997,77,72,39389
Makwanpur,2025,997,63,73,34729
Makwanpur,2023,995,191,64,39851
Makwanpur,2024,995,187,49,40286
Makwanpur,2023,995,157,13,13441
Makwanpur,2019,995,20,63,38349
Makwanpur,2021,995,199,25,47564
Makwanpur,2025,995,125,7,16848
Makwanpur,2019,994,196,18,9390
Makwanpur,2021,993,136,63,20526
Makwanpur,2025,993,31,9,46191
Makwanpur,2026,993,39,50,47716
Makwanpur,2023,992,121,90,37808
Makwanpur,2020,990,195,47,20208
Makwanpur,2024,990,158,56,20573
Makwanpur,2024,990,125,86,49317
Makwanpur,2026,990,158,67,36324
Makwanpur,2026,989,38,25,5063
Makwanpur,2025,988,32,45,43356
Makwanpur,2026,987,193,29,22177
Makwanpur,2021,987,50,47,5495
Makwanpur,2020,986,185,76,19094
Makwanpur,2022,986,79,50,40870
Makwanpur,2026,985,189,38,10220
Makwanpur,2025,985,188,94,7407
Makwanpur,2021,985,29,7,29610
Makwanpur,2023,984,173,98,44636
Makwanpur,2026,983,62,67,6550
Makwanpur,2020,982,59,14,22218
Makwanpur,2024,982,82,17,42449
Makwanpur,2020,982,43,66,48422
Makwanpur,2023,981,187,10,24195
Makwanpur,2023,981,74,94,42509
Makwanpur,2023,981,128,12,10881
Makwanpur,2021,981,105,20,41315
Makwanpur,2026,980,32,36,24313
Makwanpur,2022,980,106,85,27960
Makwanpur,2021,980,123,86,48876
Makwanpur,2022,979,117,66,27750
Makwanpur,2019,979,156,21,22949
Makwanpur,2020,979,172,48,32322
Makwanpur,2022,979,32,41,21149
Makwanpur,2025,978,173,27,23929
Makwanpur,2021,978,106,63,23106
Makwanpur,2025,978,87,65,32628
Makwanpur,2021,977,139,57,6578
Makwanpur,2026,977,29,67,16966
Makwanpur,2026,976,130,22,37977
Makwanpur,2026,975,68,70,11940
Makwanpur,2025,974,44,8,37414
Makwanpur,2019,974,32,87,42968
Makwanpur,2021,974,83,90,19057
Makwanpur,2019,973,100,7,33371
Makwanpur,2024,973,175,33,38737
Makwanpur,2020,972,171,59,43621
Makwanpur,2023,972,182,81,18945
Makwanpur,2025,971,78,58,43974
Makwanpur,2022,971,102,78,44091
Makwanpur,2026,970,43,27,42117
Makwanpur,2020,970,38,24,21818
Makwanpur,2023,970,92,48,9063
Makwanpur,2021,970,136,90,25951
Makwanpur,2024,968,52,99,14819
Makwanpur,2023,967,185,14,30646
Makwanpur,2020,967,80,63,46871
Makwanpur,2024,967,14,9,7970
Makwanpur,2020,966,193,63,40571
Makwanpur,2022,966,116,15,13446
Makwanpur,2026,966,119,47,16948
Makwanpur,2020,965,99,99,12232
Makwanpur,2021,965,187,76,30721
Makwanpur,2025,964,99,40,41332
Makwanpur,2026,964,57,70,24384
Makwanpur,2023,964,129,41,10335
Makwanpur,2022,963,92,11,49626
Makwanpur,2023,963,17,67,47787
Makwanpur,2020,963,173,54,13256
Makwanpur,2019,962,173,78,22683
Makwanpur,2025,962,121,62,32481
Makwanpur,2022,156,99,6,49015
Makwanpur,2020,548,130,31,44363
Makwanpur,2023,951,76,66,39217
Makwanpur,2024,924,175,15,18330
Makwanpur,2024,352,62,41,9986
Makwanpur,2021,98,110,26,16734
Makwanpur,2023,152,195,63,41658
Makwanpur,2024,138,125,58,23674
Makwanpur,2026,681,134,9,40749
Makwanpur,2025,571,142,43,38055
Makwanpur,2021,821,162,73,18983
Makwanpur,2024,385,28,31,46807
Makwanpur,2026,324,148,53,19689
Makwanpur,2019,328,112,34,39255
Makwanpur,2022,533,174,14,31751
Makwanpur,2021,723,37,93,12153
Makwanpur,2019,955,106,45,18160
Makwanpur,2026,363,143,43,23952
Makwanpur,2024,525,23,44,44527
Makwanpur,2019,141,149,80,47671
Makwanpur,2023,630,160,82,32137
Makwanpur,2024,885,34,60,39118
Makwanpur,2020,80,77,82,25319
Makwanpur,2020,336,16,88,22247
Makwanpur,2020,174,119,82,40648
Makwanpur,2020,947,20,85,11293
Makwanpur,2022,523,163,67,37289
Makwanpur,2024,845,110,70,36307
Makwanpur,2019,260,41,84,29001
Makwanpur,2023,942,182,30,15295
Makwanpur,2019,256,53,94,45438
Makwanpur,2026,727,10,32,5355
Makwanpur,2021,386,105,99,37867
Makwanpur,2025,82,53,32,45416
Makwanpur,2021,153,131,46,26339
Makwanpur,2025,933,112,32,46205
Makwanpur,2021,455,12,84,16435
Makwanpur,2019,668,106,33,8006
Makwanpur,2021,259,66,18,49631
Makwanpur,2021,194,81,34,19727
Makwanpur,2024,846,189,73,8208
Makwanpur,2025,88,120,30,45176
Makwanpur,2023,64,149,87,30059
Makwanpur,2025,567,38,53,22063
Makwanpur,2021,912,49,43,18079
Makwanpur,2020,768,140,92,45012
Makwanpur,2025,606,81,85,36601
Makwanpur,2025,366,94,84,5432
Makwanpur,2026,235,42,10,6807
Makwanpur,2020,282,104,35,48645
Makwanpur,2019,830,198,15,17664
Makwanpur,2020,603,20,15,13466
Makwanpur,2025,956,125,97,43526
Makwanpur,2021,949,188,18,35301
Makwanpur,2024,272,118,13,14225
Makwanpur,2023,130,113,20,40494
Makwanpur,2025,470,73,99,27852
Makwanpur,2021,694,98,87,43639
Makwanpur,2023,278,84,43,26967
Makwanpur,2022,932,105,60,35219
Makwanpur,2025,621,157,26,25920
Makwanpur,2024,107,93,35,19714
Makwanpur,2021,386,124,17,9211
Makwanpur,2021,803,148,55,12364
Makwanpur,2023,708,48,10,27090
Makwanpur,2022,120,32,58,20850
Makwanpur,2026,453,63,13,6518
Makwanpur,2023,890,94,34,5793
Makwanpur,2026,402,74,77,32723
Makwanpur,2024,712,140,27,22478
Makwanpur,2025,618,116,47,36046
Makwanpur,2019,122,33,52,5571
Makwanpur,2020,211,170,11,10736
Makwanpur,2025,226,85,89,20830
Makwanpur,2021,819,104,69,12503
Makwanpur,2020,227,179,15,40157
Makwanpur,2026,611,139,39,22360
Makwanpur,2022,847,192,41,13303
Makwanpur,2022,619,195,26,43502
Makwanpur,2021,865,47,35,46963
Makwanpur,2023,224,58,90,34961
Makwanpur,2021,614,139,67,38529
Makwanpur,2023,164,32,22,16076
Makwanpur,2019,301,126,50,48687
Makwanpur,2019,122,144,84,10587
Makwanpur,2025,955,28,21,27407
Makwanpur,2020,234,188,64,17831
Makwanpur,2021,53,135,83,44536
Makwanpur,2023,629,71,17,48347
Makwanpur,2022,783,117,13,8609
Makwanpur,2023,132,196,33,13372
Makwanpur,2026,346,14,49,21766
Makwanpur,2024,453,12,38,5465
Makwanpur,2022,214,38,34,32371
Makwanpur,2020,224,112,57,31573
Makwanpur,2024,73,75,38,28891
Makwanpur,2019,897,39,51,19030
Makwanpur,2024,555,18,68,30999
Makwanpur,2020,228,59,73,33188
Makwanpur,2021,821,154,70,20335
Makwanpur,2020,160,152,66,16872
Makwanpur,2022,79,155,51,15669
Makwanpur,2020,630,150,13,8974
Makwanpur,2020,527,22,27,42700
Makwanpur,2019,793,71,46,12952
Makwanpur,2026,695,23,53,16313
Makwanpur,2023,543,154,67,6210
Makwanpur,2025,914,20,61,46762
Makwanpur,2025,123,169,13,12390
Makwanpur,2023,200,95,11,28863
Makwanpur,2020,187,45,92,9904
Makwanpur,2024,569,159,65,22418
Makwanpur,2024,407,144,10,40822
Makwanpur,2019,849,53,59,19650
Makwanpur,2019,600,45,88,11743
Makwanpur,2020,320,116,44,22711
Makwanpur,2024,832,158,74,38845
Makwanpur,2026,210,153,78,21458
Makwanpur,2019,370,80,83,43381
Makwanpur,2022,133,18,59,36125
Makwanpur,2023,269,197,7,17467
Makwanpur,2024,857,41,30,38480
Makwanpur,2019,393,70,72,12133
Makwanpur,2023,960,58,21,41033
Makwanpur,2024,230,169,21,25155
Makwanpur,2021,942,106,76,28288
Makwanpur,2026,363,111,61,36206
Makwanpur,2020,720,13,99,30830
Makwanpur,2022,710,50,12,40765
Makwanpur,2023,169,174,49,43124
Makwanpur,2020,257,187,32,29907
Makwanpur,2021,491,61,20,39185
Makwanpur,2026,655,170,35,30908
Makwanpur,2020,484,45,70,47943
Makwanpur,2020,626,156,12,37560
Makwanpur,2020,514,74,94,7337
Makwanpur,2021,634,23,31,40970
Makwanpur,2025,470,61,77,24930
Makwanpur,2025,697,157,94,47450
Makwanpur,2021,128,94,60,32091
Makwanpur,2023,425,97,58,35199
Makwanpur,2026,259,123,74,10284
Makwanpur,2019,303,129,44,45260
Makwanpur,2020,348,125,17,47915
Makwanpur,2023,378,58,65,9978
Makwanpur,2021,349,154,51,44008
Makwanpur,2020,403,104,14,28349
Makwanpur,2020,662,167,66,36856
Makwanpur,2023,118,85,15,12922
Makwanpur,2025,116,189,63,9202
Makwanpur,2021,495,121,61,39064
Makwanpur,2024,136,144,34,25954
Makwanpur,2025,126,37,15,43526
Makwanpur,2020,587,89,89,24470
Makwanpur,2024,633,40,12,45727
Makwanpur,2020,240,120,69,23656
Makwanpur,2023,760,98,79,44097
Makwanpur,2023,555,80,35,26546
Makwanpur,2024,119,67,56,15976
Makwanpur,2019,162,125,38,48696
Makwanpur,2026,377,161,65,41017
Makwanpur,2026,376,16,46,31590
Makwanpur,2025,557,78,45,27685
Makwanpur,2023,225,145,16,31466
Makwanpur,2025,629,107,84,39129
Makwanpur,2021,347,39,77,30429
Makwanpur,2019,151,93,27,9226
Makwanpur,2026,193,90,37,12312
Makwanpur,2026,241,158,68,26298
Makwanpur,2021,171,162,94,17059
Makwanpur,2021,918,112,32,20506
Makwanpur,2020,743,20,22,8325
Makwanpur,2026,864,13,13,36526
Makwanpur,2024,439,94,63,22921
Makwanpur,2022,390,89,32,35719
Makwanpur,2025,960,13,89,29120
Makwanpur,2024,601,174,63,31949
Makwanpur,2024,546,47,44,11091
Makwanpur,2022,498,80,64,5633
Makwanpur,2024,279,125,62,45159
Makwanpur,2025,88,53,6,21766
Makwanpur,2024,906,31,76,28023
Makwanpur,2023,943,42,60,45353
Makwanpur,2022,241,51,47,18020
Makwanpur,2021,404,187,29,42035
Makwanpur,2020,50,46,82,15798
Makwanpur,2023,108,169,68,35481
Makwanpur,2020,541,174,84,23764
Makwanpur,2024,91,49,48,45860
Makwanpur,2024,178,174,10,41059
Makwanpur,2024,865,30,36,6787
Makwanpur,2024,852,96,75,36863
Makwanpur,2020,908,120,57,27165
Makwanpur,2019,198,37,82,36351
Makwanpur,2026,284,95,96,27013
Makwanpur,2023,337,73,28,39112
Makwanpur,2020,602,37,51,14199
Makwanpur,2024,689,50,8,33109
Makwanpur,2026,406,34,80,15601
Makwanpur,2026,189,44,82,8653
Makwanpur,2022,688,82,76,34734
Makwanpur,2025,327,80,15,30220
Makwanpur,2023,851,148,71,32297
Makwanpur,2026,650,157,63,48753
Makwanpur,2023,846,187,65,47060
Makwanpur,2025,418,12,92,8104
Makwanpur,2026,83,90,22,38884
Makwanpur,2020,726,146,50,9494
Makwanpur,2021,960,196,50,8700
Makwanpur,2026,300,114,36,34086
Makwanpur,2019,404,61,91,19713
Makwanpur,2020,274,123,35,9296
Makwanpur,2023,449,140,28,44664
Makwanpur,2022,530,98,29,18261
Makwanpur,2024,538,189,52,18271
Makwanpur,2019,562,126,91,16644
Makwanpur,2023,181,126,66,45737
Makwanpur,2022,313,67,94,24053
Makwanpur,2021,709,146,29,41259
Makwanpur,2020,559,56,7,19188
Makwanpur,2023,936,15,97,25989
Makwanpur,2024,158,128,23,14631
Makwanpur,2025,266,79,18,45053
Makwanpur,2023,250,56,32,13199
Makwanpur,2026,759,137,72,34321
Makwanpur,2019,614,177,31,24710
Makwanpur,2021,168,13,57,7538
Makwanpur,2019,479,90,63,34997
Makwanpur,2021,505,55,86,45177
Makwanpur,2019,337,86,12,49588
Makwanpur,2021,137,129,12,17102
Makwanpur,2021,537,53,34,16458
Makwanpur,2026,403,51,61,43269
Makwanpur,2025,634,29,29,13882
Makwanpur,2019,691,194,10,35806
Makwanpur,2020,408,157,34,45750
Makwanpur,2020,126,143,72,21818
Makwanpur,2024,924,25,54,10597
Makwanpur,2022,97,105,17,47118
Makwanpur,2022,617,47,21,35281
Makwanpur,2024,729,197,71,47893
Makwanpur,2019,50,104,31,16501
Makwanpur,2022,72,54,83,14506
Makwanpur,2020,379,72,46,27472
Makwanpur,2019,838,66,44,29219
Makwanpur,2024,342,69,54,42334
Makwanpur,2020,494,196,57,24084
Makwanpur,2021,101,59,27,5907
Makwanpur,2024,89,187,67,46162
Makwanpur,2021,251,71,25,21648
Makwanpur,2019,300,158,59,43945
Makwanpur,2025,798,85,63,7678
Makwanpur,2020,324,107,59,22501
Makwanpur,2020,807,20,62,44488
Makwanpur,2026,514,37,27,31717
Makwanpur,2025,359,75,41,42983
Makwanpur,2022,725,189,41,20303
Makwanpur,2024,608,52,39,6875
Makwanpur,2026,932,17,22,7041
Makwanpur,2025,197,68,77,16499
Makwanpur,2025,332,195,91,22520
Makwanpur,2023,405,102,38,35814
Makwanpur,2022,522,93,39,36489
Makwanpur,2022,476,18,85,40002
Makwanpur,2026,797,34,97,13416
Makwanpur,2025,119,111,82,45574
Makwanpur,2020,348,128,94,39607
Makwanpur,2026,207,145,41,7300
Makwanpur,2024,80,74,63,41919
Makwanpur,2025,743,55,84,15068
Makwanpur,2024,878,20,63,13553
Makwanpur,2020,461,39,87,12442
Makwanpur,2020,166,29,61,49143
Makwanpur,2019,851,27,68,43068
Makwanpur,2026,194,168,18,13315
Makwanpur,2023,262,61,71,39581
Makwanpur,2024,352,98,63,40962
Makwanpur,2021,500,23,14,46086
Makwanpur,2022,396,189,9,5829
Makwanpur,2019,445,73,43,23896
Makwanpur,2024,381,193,14,10468
Makwanpur,2019,103,154,28,10893
Makwanpur,2022,317,42,39,24752
Makwanpur,2023,796,167,99,32626
Makwanpur,2019,927,139,36,7131
Makwanpur,2024,347,100,59,32171
Makwanpur,2020,134,48,18,47939
Makwanpur,2025,659,163,37,43805
Makwanpur,2022,323,131,40,5614
Makwanpur,2020,841,183,90,35143
Makwanpur,2024,289,17,25,38291
Makwanpur,2022,197,66,83,17389
Makwanpur,2025,824,15,54,32508
Makwanpur,2023,207,176,41,22775
Makwanpur,2024,441,118,62,6967
Makwanpur,2023,101,100,68,17487
Makwanpur,2025,681,97,41,8476
Makwanpur,2023,757,72,85,19320
Makwanpur,2021,926,118,17,35613
Makwanpur,2023,873,143,49,17935
Makwanpur,2025,508,104,10,29271
Makwanpur,2026,868,94,30,9096
Makwanpur,2024,662,58,27,45499
Makwanpur,2026,327,125,24,24027
Makwanpur,2022,459,178,8,34141
Makwanpur,2026,795,160,36,43890
Makwanpur,2020,126,125,8,19939
Makwanpur,2025,525,18,6,29814
Makwanpur,2022,305,135,45,39114
Makwanpur,2026,935,97,32,44050
Makwanpur,2020,313,173,13,42894
Makwanpur,2021,71,192,58,44045
Makwanpur,2026,462,128,55,28435
Makwanpur,2020,400,77,83,33894
Makwanpur,2025,55,24,30,8149
Makwanpur,2026,252,96,52,6495
Makwanpur,2020,713,84,72,13205
Makwanpur,2022,304,31,85,11840
Makwanpur,2026,961,161,71,19016
Makwanpur,2024,580,187,8,40928
Makwanpur,2020,590,48,89,30579
Makwanpur,2021,952,88,48,38663
Makwanpur,2024,617,150,74,10754
Makwanpur,2024,836,10,61,7118
Makwanpur,2019,645,25,33,38633
Makwanpur,2023,275,172,84,11688
Makwanpur,2026,409,136,36,35004
Makwanpur,2023,493,81,63,21513
Makwanpur,2026,153,134,94,48311
Makwanpur,2023,308,49,70,10997
Makwanpur,2023,157,22,44,10635
Makwanpur,2025,838,88,12,42184
Makwanpur,2026,831,150,77,41208
Makwanpur,2025,177,63,20,26194
Makwanpur,2023,919,192,60,21544
Makwanpur,2020,573,146,14,16700
Makwanpur,2021,54,182,70,40433
Makwanpur,2020,788,179,82,48538
Makwanpur,2022,719,29,31,25967
Makwanpur,2022,290,190,32,25166
Makwanpur,2019,142,191,12,6216
Makwanpur,2026,160,17,15,6940
Makwanpur,2022,209,138,18,44812
Makwanpur,2025,689,89,31,10301
Makwanpur,2022,517,156,84,11411
Makwanpur,2019,880,195,83,12661
Makwanpur,2022,319,190,65,21269
Makwanpur,2023,653,182,39,18032
Makwanpur,2024,509,105,94,23971
Makwanpur,2023,860,138,10,10491
Makwanpur,2021,461,91,43,13106
Makwanpur,2026,223,158,34,23070
Makwanpur,2023,599,73,89,39880
Makwanpur,2025,139,183,38,26518
Makwanpur,2025,572,50,78,29329
Makwanpur,2023,519,72,19,6429
Makwanpur,2019,454,140,57,23465
Makwanpur,2026,267,21,81,30182
Makwanpur,2023,933,121,35,23180
Makwanpur,2024,589,13,97,20287
Makwanpur,2026,69,51,23,42930
Makwanpur,2021,923,192,84,45483
Makwanpur,2021,696,19,57,30248
Makwanpur,2023,836,103,75,39509
Makwanpur,2023,534,65,62,40508
Makwanpur,2021,286,96,21,7854
Makwanpur,2022,429,84,56,18027
Makwanpur,2020,793,75,15,35832
Makwanpur,2020,778,112,9,40604
Makwanpur,2021,270,141,66,15661
Makwanpur,2019,893,104,91,19272
Makwanpur,2019,667,111,45,48086
Makwanpur,2020,826,80,99,25230
Makwanpur,2025,885,129,18,44766
Makwanpur,2026,758,193,95,42007
